servico,price,Estado,Cidade
pet_sitting,30.0,GO,Goiania
pet_sitting,50.0,SP,São Carlos
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,40.0,DF,Brasília
pet_sitting,30.0,PR,Curitiba
pet_sitting,45.0,SP,Sao Paulo
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,35.0,SP,São Bernardo Do Campo
pet_sitting,25.0,SP,Sao Paulo
pet_sitting,67.0,SP,Sorocaba
pet_sitting,45.0,RJ,Rio De Janeiro
pet_sitting,60.0,SC,Florianopolis
pet_sitting,35.0,RJ,Rio De Janeiro
pet_sitting,25.0,RJ,Rio De Janeiro
pet_sitting,90.0,SP,Sao Paulo
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,70.0,PA,Ananindeua
pet_sitting,30.0,SC,Itajaí
pet_sitting,50.0,ES,Vitória
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,30.0,PR,Maringá
pet_sitting,60.0,SP,Campinas
pet_sitting,120.0,SP,Sao Paulo
pet_sitting,30.0,SP,Itupeva
pet_sitting,30.0,SP,Mogi Das Cruzes
pet_sitting,25.0,SP,Itaquaquecetuba
pet_sitting,50.0,PR,Curitiba
pet_sitting,30.0,SP,Mauá
pet_sitting,60.0,SP,Sao Paulo
pet_sitting,50.0,RJ,Rio De Janeiro
pet_sitting,60.0,PR,Curitiba
pet_sitting,60.0,SP,Guarulhos
pet_sitting,60.0,ES,Vila Velha
pet_sitting,30.0,PA,Belém
pet_sitting,30.0,PA,Belém
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,34.0,SP,Sao Paulo
pet_sitting,70.0,BA,Salvador
pet_sitting,30.0,CE,Hidrolândia
pet_sitting,25.0,MG,Belo Horizonte
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,30.0,SP,Guaratinguetá
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,40.0,SC,Florianopolis
pet_sitting,50.0,RJ,Niteroi
pet_sitting,40.0,RJ,Itaboraí
pet_sitting,60.0,RJ,Rio De Janeiro
pet_sitting,35.0,SP,Campinas
pet_sitting,80.0,RJ,Rio De Janeiro
pet_sitting,60.0,SP,Pindamonhangaba
pet_sitting,30.0,RJ,Niteroi
pet_sitting,40.0,BA,Porto Seguro
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,35.0,SP,Sao Paulo
pet_sitting,60.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,50.0,SC,Florianopolis
pet_sitting,40.0,SC,Florianopolis
pet_sitting,30.0,PB,João Pessoa
pet_sitting,65.0,DF,Brasília
pet_sitting,30.0,RJ,Rio De Janeiro
boarding,90.0,SP,São Caetano Do Sul
boarding,40.0,PB,João Pessoa
boarding,60.0,RJ,Rio De Janeiro
day_care,40.0,AL,Maceió
day_care,65.0,MG,Belo Horizonte
boarding,70.0,SP,Sao Paulo
boarding,80.0,ES,Vila Velha
day_care,50.0,SP,Itaquaquecetuba
day_care,70.0,SP,Sao Paulo
boarding,40.0,SP,São Carlos
boarding,70.0,RJ,Rio De Janeiro
day_care,58.0,SP,Sao Paulo
boarding,80.0,SP,Itatiba
boarding,75.0,SP,Piracicaba
day_care,50.0,RN,Parnamirim
boarding,65.0,RS,Caxias Do Sul
day_care,35.0,SP,Taubaté
boarding,50.0,AM,Manaus
day_care,50.0,MG,Belo Horizonte
boarding,49.0,SC,Chapecó
boarding,65.0,SP,Bragança Paulista
boarding,58.0,PB,João Pessoa
boarding,149.0,RJ,Rio De Janeiro
boarding,50.0,SP,Guaratinguetá
day_care,45.0,PE,Olinda
boarding,80.0,RJ,Rio De Janeiro
boarding,107.0,PE,Jaboatão Dos Guararapes
day_care,38.0,PR,Araucária
boarding,70.0,PR,Curitiba
boarding,45.0,SP,Sao Paulo
boarding,70.0,RN,Parnamirim
day_care,65.0,SP,Sao Paulo
boarding,90.0,GO,Goiania
boarding,80.0,SP,São Bernardo Do Campo
boarding,30.0,PE,Petrolina
boarding,140.0,SP,Osasco
boarding,65.0,MG,Juiz De Fora
boarding,60.0,SP,Sao Paulo
day_care,80.0,SP,Sao Paulo
day_care,60.0,SP,São Bernardo Do Campo
day_care,90.0,SP,Sao Paulo
day_care,30.0,AM,Manaus
boarding,55.0,SP,Sao Paulo
boarding,90.0,SP,Sao Paulo
day_care,65.0,SP,Sao Paulo
boarding,50.0,SP,Indaiatuba
boarding,100.0,SP,Sao Paulo
boarding,65.0,MG,Belo Horizonte
boarding,65.0,SP,Sorocaba
boarding,45.0,PB,João Pessoa
boarding,100.0,RJ,Niteroi
day_care,40.0,RJ,Macaé
day_care,74.0,SP,São José Do Rio Preto
boarding,50.0,RJ,São Gonçalo
boarding,75.0,SP,Sao Paulo
boarding,45.0,SP,Osasco
day_care,45.0,RJ,Rio De Janeiro
boarding,65.0,RJ,Rio De Janeiro
day_care,35.0,RS,Rio Grande
day_care,60.0,GO,Goiania
day_care,70.0,RJ,Rio De Janeiro
boarding,80.0,RJ,Rio De Janeiro
boarding,85.0,SP,Sao Paulo
day_care,55.0,RS,Caxias Do Sul
day_care,42.0,SP,Louveira
day_care,35.0,SP,Bragança Paulista
boarding,50.0,RJ,Rio De Janeiro
boarding,45.0,RJ,Rio De Janeiro
day_care,40.0,MG,Belo Horizonte
boarding,55.0,SP,Guarulhos
day_care,50.0,SP,Sao Paulo
boarding,85.0,SP,São Bernardo Do Campo
boarding,100.0,SP,São Bernardo Do Campo
boarding,80.0,RJ,Rio De Janeiro
boarding,70.0,SP,Atibaia
boarding,55.0,MG,Uberlândia
day_care,50.0,SP,Sao Paulo
boarding,40.0,SP,Santos
day_care,50.0,AM,Manaus
day_care,45.0,RS,Porto Alegre
day_care,45.0,PR,Araucária
boarding,60.0,SP,Piracicaba
day_care,30.0,GO,Anápolis
day_care,70.0,SP,Americana
boarding,75.0,SP,Sao Paulo
boarding,45.0,SC,Florianopolis
day_care,59.0,SP,Osasco
day_care,50.0,SP,Sao Paulo
boarding,70.0,SC,Itajaí
day_care,45.0,MG,Contagem
boarding,45.0,MG,Belo Horizonte
day_care,110.0,RJ,Rio De Janeiro
day_care,60.0,RJ,Rio De Janeiro
day_care,40.0,RJ,Duque De Caxias
boarding,110.0,SP,Sao Paulo
day_care,40.0,RS,Porto Alegre
boarding,100.0,SP,Ribeirao Preto
day_care,95.0,ES,Vila Velha
day_care,50.0,PR,Maringá
boarding,70.0,MG,Belo Horizonte
day_care,80.0,CE,Caucaia
boarding,70.0,RJ,Rio De Janeiro
boarding,60.0,SC,Florianopolis
boarding,58.0,RN,Parnamirim
boarding,100.0,CE,Caucaia
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,60.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,70.0,MG,Belo Horizonte
pet_sitting,30.0,PR,Araucária
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,115.0,RS,Cachoeirinha
pet_sitting,35.0,SP,Praia Grande
pet_sitting,30.0,MG,Uberlândia
pet_sitting,50.0,RJ,Rio De Janeiro
pet_sitting,85.0,SP,Sao Paulo
pet_sitting,45.0,SP,Sao Paulo
pet_sitting,60.0,RJ,Rio De Janeiro
pet_sitting,40.0,PR,Curitiba
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,45.0,RJ,São Gonçalo
pet_sitting,30.0,SP,São Bernardo Do Campo
pet_sitting,35.0,RJ,Rio De Janeiro
pet_sitting,85.0,MG,Uberlândia
pet_sitting,30.0,SP,São Carlos
pet_sitting,100.0,RJ,Rio De Janeiro
pet_sitting,60.0,RS,Caxias Do Sul
pet_sitting,30.0,PR,Curitiba
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,60.0,RJ,Rio De Janeiro
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,30.0,SP,São José Do Rio Preto
pet_sitting,30.0,SP,Ribeirao Preto
pet_sitting,30.0,PE,Jaboatão Dos Guararapes
pet_sitting,50.0,PR,Colombo
pet_sitting,30.0,SP,São Carlos
pet_sitting,40.0,SP,Praia Grande
pet_sitting,30.0,SE,Aracaju
pet_sitting,35.0,RJ,Macaé
pet_sitting,30.0,MS,Campo Grande
pet_sitting,35.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,28.0,PR,Maringá
pet_sitting,50.0,RS,Caxias Do Sul
pet_sitting,70.0,SP,Santos
pet_sitting,50.0,SP,Embu Das Artes
pet_sitting,80.0,PR,Cascavel
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,40.0,SP,Guarujá
pet_sitting,30.0,SP,São José Do Rio Preto
pet_sitting,69.0,RJ,Rio De Janeiro
pet_sitting,30.0,SP,São Bernardo Do Campo
pet_sitting,30.0,MG,Belo Horizonte
pet_sitting,70.0,PR,Curitiba
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,90.0,SP,Sao Paulo
pet_sitting,67.0,RJ,Rio De Janeiro
pet_sitting,30.0,PE,Recife
pet_sitting,45.0,SC,Palhoça
pet_sitting,30.0,PR,Curitiba
pet_sitting,50.0,PR,Curitiba
pet_sitting,55.0,SP,Sao Paulo
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,45.0,RJ,Rio De Janeiro
pet_sitting,24.0,SP,Sao Paulo
pet_sitting,45.0,SP,Sao Paulo
pet_sitting,50.0,RJ,Niteroi
pet_sitting,40.0,SP,Piracicaba
pet_sitting,45.0,MG,Contagem
pet_sitting,65.0,SP,Sao Paulo
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,30.0,SP,Santo_Andre
pet_sitting,48.0,RS,Porto Alegre
pet_sitting,65.0,SP,Sao Paulo
pet_sitting,60.0,SP,Sao Paulo
pet_sitting,60.0,PB,João Pessoa
pet_sitting,30.0,SP,São Bernardo Do Campo
pet_sitting,110.0,SP,Sao Paulo
pet_sitting,70.0,SC,São José
pet_sitting,45.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,35.0,RS,Porto Alegre
pet_sitting,110.0,SP,Sao Paulo
boarding,45.0,PR,Curitiba
day_care,30.0,RS,Bagé
pet_sitting,148.0,SP,Sao Paulo
day_care,40.0,SP,Guaratinguetá
boarding,70.0,PE,Recife
boarding,80.0,RJ,Niteroi
boarding,80.0,SP,Sao Paulo
day_care,90.0,SP,Sao Paulo
boarding,55.0,RS,Gravataí
day_care,45.0,BA,Salvador
boarding,47.0,SC,Blumenau
day_care,70.0,SP,Sao Paulo
boarding,95.0,SP,Sao Paulo
boarding,60.0,BA,Salvador
day_care,75.0,RJ,Rio De Janeiro
boarding,100.0,RJ,Rio De Janeiro
boarding,65.0,DF,Brasília
day_care,40.0,SP,São José Dos Campos
day_care,35.0,SP,Campinas
day_care,50.0,GO,Goiania
day_care,20.0,SP,Iguape
day_care,35.0,DF,Brasília
boarding,85.0,SP,Sao Paulo
boarding,75.0,PE,Recife
day_care,80.0,SC,Florianopolis
day_care,80.0,SP,Jundiaí
boarding,60.0,SP,Sao Jose Do Rio Preto
day_care,60.0,RJ,Rio De Janeiro
boarding,75.0,RJ,Rio De Janeiro
boarding,100.0,SP,Sao Paulo
day_care,50.0,RJ,Rio De Janeiro
day_care,50.0,DF,Brasília
boarding,120.0,RJ,Rio De Janeiro
boarding,55.0,RJ,Rio De Janeiro
boarding,60.0,RS,Santa Maria
boarding,80.0,SP,Osasco
day_care,55.0,SP,Sao Paulo
boarding,90.0,SP,Sao Paulo
boarding,85.0,SP,Sao Paulo
day_care,85.0,SC,Florianopolis
day_care,44.0,SP,Sao Paulo
day_care,49.0,MG,Uberlândia
day_care,45.0,ES,Cachoeiro De Itapemirim
boarding,75.0,SP,São Bernardo Do Campo
boarding,95.0,RJ,Rio De Janeiro
boarding,80.0,SP,Vinhedo
day_care,35.0,PE,Recife
boarding,75.0,SP,Sao Paulo
boarding,70.0,MG,Belo Horizonte
boarding,74.0,SP,Mogi Das Cruzes
boarding,80.0,BA,Feira De Santana
day_care,80.0,RJ,Rio De Janeiro
boarding,50.0,PR,Curitiba
boarding,75.0,SP,São José Dos Campos
boarding,85.0,MG,Belo Horizonte
day_care,50.0,BA,Salvador
day_care,48.0,SP,Sao Paulo
day_care,70.0,SP,São José Dos Campos
boarding,45.0,MG,Ituiutaba
boarding,70.0,MG,Belo Horizonte
day_care,200.0,RJ,Rio De Janeiro
day_care,80.0,RJ,Rio De Janeiro
day_care,45.0,PE,Recife
boarding,120.0,MG,Araxá
day_care,55.0,SC,Blumenau
day_care,50.0,SP,Sao Jose Do Rio Preto
boarding,75.0,MG,Belo Horizonte
day_care,70.0,RJ,Rio De Janeiro
boarding,45.0,GO,Goiania
boarding,45.0,PR,Maringá
boarding,100.0,SP,Sao Paulo
day_care,65.0,RJ,Rio De Janeiro
boarding,40.0,DF,Brasília
boarding,70.0,SP,Sao Paulo
boarding,70.0,SP,Mogi Guaçu
boarding,85.0,SP,Sao Paulo
boarding,110.0,RJ,Rio De Janeiro
boarding,100.0,SP,São Bernardo Do Campo
boarding,200.0,RJ,Rio De Janeiro
day_care,60.0,SP,Sao Paulo
boarding,50.0,SC,Joinville
day_care,60.0,RJ,Rio De Janeiro
day_care,70.0,RJ,Rio De Janeiro
boarding,75.0,ES,Vila Velha
boarding,90.0,RJ,Rio De Janeiro
boarding,50.0,RS,Sapiranga
boarding,65.0,RS,Osório
day_care,55.0,RS,Porto Alegre
day_care,60.0,BA,Feira De Santana
day_care,80.0,PE,Jaboatão Dos Guararapes
boarding,67.0,GO,Goiania
boarding,50.0,SP,Campinas
day_care,80.0,SP,Sao Paulo
boarding,50.0,ES,Cachoeiro De Itapemirim
day_care,40.0,RS,Porto Alegre
boarding,70.0,MG,Belo Horizonte
day_care,45.0,SP,Sao Paulo
day_care,90.0,RJ,Rio De Janeiro
day_care,94.0,PE,Recife
boarding,70.0,ES,Vitória
day_care,40.0,PR,Maringá
boarding,75.0,RJ,Itaboraí
boarding,67.0,DF,Brasília
boarding,65.0,DF,Brasília
boarding,100.0,RJ,Rio De Janeiro
day_care,55.0,RJ,Rio De Janeiro
day_care,50.0,RJ,Rio De Janeiro
boarding,80.0,SP,Sao Paulo
boarding,60.0,SP,Sao Paulo
day_care,65.0,SP,Sao Paulo
boarding,110.0,SP,Valinhos
boarding,70.0,MG,Uberaba
boarding,80.0,GO,Goiania
boarding,50.0,PE,Recife
day_care,50.0,SP,Campinas
boarding,60.0,MG,Santa Luzia
boarding,70.0,SP,Osasco
day_care,60.0,DF,Brasília
boarding,94.0,SP,Sao Paulo
boarding,67.0,MG,Uberlândia
boarding,75.0,RJ,Rio De Janeiro
boarding,55.0,PR,Londrina
day_care,72.0,RJ,Rio De Janeiro
pet_sitting,60.0,SP,Sao Paulo
pet_sitting,100.0,RJ,Rio De Janeiro
pet_sitting,75.0,SP,Jacareí
pet_sitting,45.0,RS,Porto Alegre
pet_sitting,67.0,SP,Sao Paulo
pet_sitting,60.0,SP,Sao Paulo
pet_sitting,56.0,SP,Jundiaí
pet_sitting,65.0,SP,Sao Paulo
pet_sitting,60.0,RJ,Niteroi
pet_sitting,40.0,GO,Goiania
pet_sitting,54.0,SP,Taubaté
pet_sitting,67.0,MG,Belo Horizonte
pet_sitting,35.0,SP,Araraquara
pet_sitting,45.0,AM,Manaus
pet_sitting,55.0,SP,Sao Paulo
pet_sitting,40.0,RS,Sapiranga
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,40.0,RS,Porto Alegre
pet_sitting,50.0,DF,Brasília
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,30.0,BA,Salvador
pet_sitting,70.0,BA,Salvador
pet_sitting,45.0,RJ,Macaé
pet_sitting,25.0,MG,Belo Horizonte
pet_sitting,80.0,SP,Sao Paulo
pet_sitting,40.0,SP,Guarulhos
pet_sitting,48.0,SP,Sao Paulo
pet_sitting,40.0,DF,Brasília
pet_sitting,55.0,MG,Uberlândia
pet_sitting,80.0,SP,Campinas
pet_sitting,80.0,RJ,Rio De Janeiro
pet_sitting,50.0,PR,Curitiba
boarding,80.0,SP,Sao Paulo
boarding,70.0,RJ,Rio De Janeiro
boarding,60.0,MG,Belo Horizonte
boarding,70.0,RJ,Rio De Janeiro
boarding,130.0,SP,Indaiatuba
boarding,65.0,SP,Sao Paulo
boarding,80.0,PE,Recife
boarding,80.0,RJ,Rio De Janeiro
day_care,115.0,SP,Sao Paulo
day_care,45.0,MG,Vespasiano
boarding,100.0,RJ,Rio De Janeiro
boarding,65.0,MG,Belo Horizonte
boarding,96.0,SP,Ribeirao Preto
boarding,45.0,BA,Ilhéus
boarding,85.0,RS,Porto Alegre
day_care,60.0,RJ,Rio De Janeiro
boarding,75.0,MG,Belo Horizonte
boarding,65.0,RJ,Rio De Janeiro
boarding,80.0,RS,Estância Velha
boarding,60.0,SP,Campinas
boarding,80.0,SP,Osasco
day_care,55.0,SP,Sao Paulo
boarding,60.0,SP,Sao Paulo
boarding,95.0,SP,Santo_Andre
boarding,70.0,SP,Sao Paulo
day_care,40.0,SC,Florianopolis
boarding,100.0,SP,Barueri
day_care,55.0,RS,Teutônia
boarding,75.0,MG,Belo Horizonte
boarding,99.0,SP,Sao Paulo
boarding,67.0,RJ,Rio De Janeiro
boarding,60.0,SP,São José Do Rio Preto
day_care,70.0,SP,Sao Paulo
day_care,70.0,SP,Sao Paulo
day_care,35.0,SP,Sao Paulo
boarding,40.0,RS,Porto Alegre
boarding,120.0,RJ,Rio De Janeiro
day_care,40.0,RS,Porto Alegre
boarding,67.0,MG,Contagem
boarding,80.0,SP,Sao Paulo
boarding,110.0,SP,Sao Paulo
boarding,55.0,SC,Florianopolis
boarding,85.0,SP,Sorocaba
day_care,60.0,BA,Salvador
day_care,55.0,SP,Sao Paulo
boarding,80.0,SP,Sao Paulo
boarding,70.0,RJ,Niteroi
boarding,60.0,PE,Recife
boarding,90.0,SP,Sao Paulo
boarding,90.0,MG,Belo Horizonte
day_care,35.0,SC,Palhoça
boarding,95.0,SP,Sao Paulo
boarding,60.0,SP,São José Dos Campos
day_care,80.0,RJ,Rio De Janeiro
day_care,65.0,BA,Salvador
day_care,40.0,SP,Sao Paulo
boarding,93.0,RJ,Rio De Janeiro
day_care,80.0,RJ,Rio De Janeiro
day_care,30.0,MG,Contagem
day_care,45.0,PE,Recife
pet_sitting,100.0,SP,Sao Paulo
pet_sitting,45.0,MG,Belo Horizonte
pet_sitting,55.0,DF,Brasília
pet_sitting,30.0,SP,Guarujá
pet_sitting,45.0,RJ,Rio De Janeiro
pet_sitting,50.0,PR,Curitiba
pet_sitting,100.0,SP,Osasco
pet_sitting,40.0,PB,Campina Grande
pet_sitting,50.0,SP,Santo_Andre
pet_sitting,40.0,PR,Curitiba
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,SP,São José Dos Campos
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,30.0,PR,Curitiba
pet_sitting,35.0,SP,Guarulhos
pet_sitting,30.0,MG,Contagem
pet_sitting,70.0,RJ,Rio De Janeiro
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,45.0,RS,Porto Alegre
pet_sitting,45.0,RJ,Rio De Janeiro
pet_sitting,50.0,SP,Sorocaba
pet_sitting,40.0,PR,Curitiba
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,60.0,PR,São José Dos Pinhais
pet_sitting,50.0,SP,São Bernardo Do Campo
pet_sitting,38.0,SC,Florianopolis
pet_sitting,45.0,DF,Brasília
pet_sitting,70.0,SP,São Bernardo Do Campo
pet_sitting,27.0,RJ,Niteroi
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,PR,Curitiba
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,60.0,MG,Belo Horizonte
pet_sitting,100.0,SP,Sao Paulo
pet_sitting,30.0,PR,Curitiba
pet_sitting,40.0,DF,Brasília
pet_sitting,50.0,SC,Florianopolis
pet_sitting,35.0,SC,Florianopolis
pet_sitting,70.0,SP,Pindamonhangaba
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,90.0,SP,Sao Paulo
pet_sitting,25.0,DF,Brasília
pet_sitting,50.0,PR,Curitiba
boarding,60.0,RJ,Rio De Janeiro
day_care,60.0,RJ,Rio De Janeiro
day_care,45.0,CE,Fortaleza
pet_sitting,40.0,RJ,Rio De Janeiro
boarding,60.0,RJ,Rio De Janeiro
day_care,50.0,RJ,Rio De Janeiro
boarding,45.0,RJ,Iguaba Grande
day_care,40.0,RJ,Iguaba Grande
day_care,60.0,ES,Vila Velha
boarding,89.0,RJ,Rio De Janeiro
day_care,79.0,RJ,Rio De Janeiro
boarding,70.0,SP,Sao Paulo
day_care,55.0,SP,Sao Paulo
boarding,130.0,PE,Jaboatão Dos Guararapes
boarding,100.0,SP,São Bernardo Do Campo
day_care,90.0,SP,São Bernardo Do Campo
pet_sitting,45.0,SP,Sao Paulo
pet_sitting,70.0,SP,São Bernardo Do Campo
pet_sitting,50.0,SP,Itapevi
pet_sitting,75.0,SP,Campinas
pet_sitting,70.0,BA,Salvador
day_care,60.0,BA,Salvador
pet_sitting,45.0,SP,Jundiaí
pet_sitting,70.0,CE,Caucaia
boarding,70.0,SP,Mogi Das Cruzes
pet_sitting,60.0,SP,Mogi Das Cruzes
pet_sitting,35.0,SP,Arujá
pet_sitting,50.0,BA,Salvador
day_care,68.0,BA,Salvador
pet_sitting,55.0,RJ,Teresópolis
pet_sitting,35.0,MG,Janaúba
pet_sitting,35.0,SP,Cajamar
boarding,40.0,SP,Sao Paulo
day_care,40.0,SP,Sao Paulo
day_care,40.0,RJ,Teresópolis
boarding,50.0,SP,Cajamar
boarding,75.0,SP,Americana
day_care,65.0,SP,Americana
boarding,40.0,MG,Janaúba
day_care,134.0,RJ,Duque De Caxias
boarding,45.0,MG,Belo Horizonte
day_care,40.0,MG,Belo Horizonte
boarding,40.0,RN,Parnamirim
pet_sitting,70.0,SP,Taubaté
boarding,70.0,SP,Taubaté
day_care,60.0,SP,Taubaté
boarding,80.0,BA,Salvador
day_care,60.0,BA,Salvador
boarding,70.0,SP,Sao Paulo
day_care,50.0,SP,Sao Paulo
pet_sitting,75.0,SP,Sao Paulo
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,60.0,SP,Sao Paulo
boarding,80.0,SP,São Roque
day_care,60.0,SP,São Roque
pet_sitting,40.0,SP,Sao Paulo
day_care,55.0,MG,Belo Horizonte
pet_sitting,25.0,MG,Varginha
boarding,65.0,AM,Manaus
pet_sitting,50.0,PI,Teresina
pet_sitting,50.0,SP,Sao Paulo
boarding,45.0,DF,Brasília
boarding,60.0,SP,Sao Paulo
boarding,80.0,DF,Brasília
boarding,95.0,SP,Jacareí
day_care,70.0,SP,Jacareí
pet_sitting,80.0,SP,Jacareí
boarding,95.0,DF,Brasília
pet_sitting,80.0,DF,Brasília
pet_sitting,30.0,ES,Itapemirim
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,55.0,SP,São José Dos Campos
day_care,45.0,SP,Sao Paulo
pet_sitting,30.0,BA,Juazeiro
pet_sitting,50.0,DF,Brasília
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,60.0,SP,Sao Paulo
pet_sitting,40.0,PR,Ponta Grossa
pet_sitting,30.0,SP,Sao Paulo
boarding,67.0,SP,São José Dos Campos
day_care,50.0,SP,São José Dos Campos
boarding,48.0,DF,Brasília
boarding,35.0,BA,Juazeiro
boarding,50.0,DF,Brasília
day_care,50.0,DF,Brasília
boarding,55.0,MS,Ponta Porã
boarding,50.0,DF,Brasília
day_care,45.0,DF,Brasília
boarding,85.0,SP,Sao Paulo
boarding,100.0,SC,Chapecó
boarding,70.0,RJ,Rio De Janeiro
day_care,45.0,RJ,Rio De Janeiro
boarding,60.0,SP,Sao Paulo
boarding,50.0,SP,Campo Limpo Paulista
boarding,45.0,PR,Ponta Grossa
day_care,40.0,PR,Ponta Grossa
boarding,90.0,RJ,Rio De Janeiro
boarding,45.0,SP,Sao Paulo
day_care,40.0,SP,Sao Paulo
boarding,60.0,RJ,Rio De Janeiro
day_care,35.0,SP,Sao Paulo
boarding,45.0,RS,Canoas
day_care,30.0,RS,Canoas
day_care,60.0,PR,Curitiba
pet_sitting,75.0,PR,Curitiba
pet_sitting,60.0,SP,Sao Paulo
boarding,60.0,SP,Sao Paulo
boarding,80.0,RJ,Rio De Janeiro
boarding,70.0,SP,Guarulhos
day_care,90.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,80.0,RS,Porto Alegre
pet_sitting,65.0,SP,Sao Paulo
pet_sitting,40.0,ES,Serra
boarding,70.0,DF,Brasília
day_care,55.0,DF,Brasília
day_care,50.0,SP,Santo_Andre
boarding,60.0,MG,Belo Horizonte
day_care,45.0,MG,Belo Horizonte
boarding,70.0,SC,Blumenau
day_care,55.0,SC,Blumenau
day_care,30.0,SP,Campinas
boarding,50.0,RN,Natal
pet_sitting,40.0,SC,Blumenau
boarding,65.0,SP,Santo_Andre
boarding,50.0,RJ,Rio De Janeiro
boarding,60.0,SP,Sao Paulo
pet_sitting,60.0,MG,Poços De Caldas
boarding,55.0,MG,Poços De Caldas
day_care,45.0,MG,Poços De Caldas
boarding,75.0,SC,Balneário Camboriú
pet_sitting,55.0,SC,Balneário Camboriú
day_care,50.0,SC,Balneário Camboriú
pet_sitting,100.0,RJ,Rio De Janeiro
pet_sitting,80.0,SC,Blumenau
day_care,75.0,ES,Vila Velha
pet_sitting,80.0,SP,Sao Paulo
boarding,72.0,SP,Sao Paulo
day_care,70.0,SP,Sao Paulo
pet_sitting,55.0,SP,Ribeirao Preto
boarding,55.0,PR,Curitiba
day_care,45.0,PR,Curitiba
boarding,80.0,SP,Guarulhos
pet_sitting,40.0,PR,Curitiba
pet_sitting,25.0,SP,Sao Paulo
pet_sitting,70.0,SP,Sao Paulo
boarding,85.0,SP,Sao Paulo
pet_sitting,59.0,RJ,Rio De Janeiro
pet_sitting,30.0,SP,Sao Paulo
boarding,75.0,SP,Jacareí
boarding,55.0,RR,Boa Vista
boarding,100.0,SP,Sao Paulo
boarding,78.0,SP,Cotia
boarding,55.0,DF,Brasília
boarding,59.0,SP,São José Dos Campos
boarding,60.0,MG,Uberlândia
boarding,60.0,MG,Belo Horizonte
boarding,80.0,RN,Natal
boarding,350.0,RJ,Rio De Janeiro
boarding,55.0,PB,João Pessoa
day_care,50.0,MG,Belo Horizonte
boarding,70.0,SP,Santos
day_care,48.0,DF,Brasília
boarding,180.0,SP,Sao Paulo
day_care,120.0,RJ,Rio De Janeiro
boarding,78.0,SP,Sao Paulo
boarding,80.0,DF,Brasília
boarding,40.0,RS,Itaqui
day_care,80.0,PR,Maringá
day_care,60.0,RJ,Rio De Janeiro
boarding,95.0,SP,Sao Paulo
boarding,55.0,RJ,Resende
boarding,80.0,SP,Sao Paulo
boarding,50.0,SC,Florianopolis
day_care,40.0,MG,Caxambu
boarding,67.0,SP,Sao Paulo
boarding,100.0,SP,Sao Paulo
boarding,54.0,RN,Natal
boarding,60.0,ES,Vitória
day_care,40.0,RS,Porto Alegre
boarding,80.0,RJ,Rio De Janeiro
boarding,90.0,SP,Sao Paulo
boarding,80.0,RS,Canoas
boarding,80.0,RS,Porto Alegre
day_care,50.0,SP,Campinas
boarding,70.0,SC,Palhoça
boarding,70.0,RJ,Rio De Janeiro
day_care,75.0,RJ,Rio De Janeiro
boarding,70.0,SP,Sao Paulo
boarding,80.0,RJ,Rio De Janeiro
day_care,55.0,SP,Praia Grande
boarding,90.0,RJ,Rio De Janeiro
day_care,65.0,MG,Minas Gerais
boarding,80.0,SP,Sao Paulo
